,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
167,BMW 5 Series 520d Luxury Line,2016.0,2900000.0,12000.0,Diesel,Dealer,Automatic,0.0,18.12,1995.0,190.0,400Nm@ 1750-2500rpm,5.0
168,Toyota Camry W4 (AT),2009.0,450000.0,71000.0,Petrol,Dealer,Automatic,0.0,12.1,2362.0,164.7,224Nm@ 4000rpm,5.0
169,Maruti Ertiga BSIV ZXI Plus,2016.0,850000.0,20000.0,Petrol,Individual,Manual,0.0,17.5,1373.0,91.1,130Nm@ 4000rpm,7.0
170,Volvo XC90 T8 Excellence BSIV,2017.0,10000000.0,30000.0,Petrol,Individual,Automatic,0.0,42.0,1969.0,400.0,640Nm@ 1740rpm,4.0
171,Volkswagen Vento Diesel Highline,2011.0,300000.0,100000.0,Diesel,Individual,Manual,1.0,20.54,1598.0,103.6,250Nm@ 1500-2500rpm,5.0
172,Ford Figo Aspire 1.2 Ti-VCT Trend,2018.0,575000.0,9500.0,Petrol,Individual,Manual,0.0,18.16,1196.0,86.8,112Nm@ 4000rpm,5.0
173,Ford Figo Diesel LXI,2011.0,160000.0,120000.0,Diesel,Individual,Manual,0.0,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0
174,Maruti Swift VXI Optional,2015.0,515000.0,36600.0,Petrol,Individual,Manual,0.0,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0
175,Maruti Wagon R AMT VXI,2015.0,390000.0,50000.0,Petrol,Individual,Automatic,1.0,20.51,998.0,67.0,90Nm@ 3500rpm,5.0
176,Hyundai i20 Magna 1.2,2016.0,550000.0,14000.0,Petrol,Individual,Manual,1.0,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0
177,Maruti 800 Std,1999.0,40000.0,40000.0,Petrol,Individual,Manual,1.0,16.1,796.0,37.0,59Nm@ 2500rpm,4.0
178,Maruti Ritz VDi,2010.0,220000.0,120000.0,Diesel,Individual,Manual,0.0,21.1,1248.0,73.9,113Nm@ 4500rpm,5.0
179,Hyundai Grand i10 Magna,2015.0,425000.0,70000.0,Petrol,Individual,Manual,0.0,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0
180,Volkswagen Ameo 1.0 MPI Trendline,2019.0,480000.0,13000.0,Petrol,Individual,Manual,0.0,19.44,999.0,75.0,95Nm@ 3000-4300rpm,5.0
181,Hyundai Grand i10 Sportz,2014.0,400000.0,60000.0,Petrol,Individual,Manual,1.0,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0
182,Maruti Swift Dzire VXI,2014.0,487000.0,35000.0,Petrol,Individual,Manual,0.0,19.1,1197.0,85.8,114Nm@ 4000rpm,5.0
183,Hyundai Xcent 1.2 Kappa S,2016.0,386000.0,44000.0,Petrol,Individual,Manual,1.0,19.1,1197.0,82.0,114Nm@ 4000rpm,5.0
184,Honda City 1.5 EXI,2005.0,100000.0,120000.0,Petrol,Individual,Manual,1.0,13.0,1493.0,100.0,13.1kgm@ 4600rpm,5.0
185,Toyota Corolla Altis Diesel D4DG,2010.0,300000.0,60000.0,Diesel,Individual,Manual,0.0,21.43,1364.0,87.2,205Nm@ 1800-2800rpm,5.0
186,Daewoo Matiz SD,2000.0,100000.0,60000.0,Petrol,Individual,Manual,0.0,18.5,796.0,53.0,71Nm@ 3500rpm,5.0
187,Toyota Fortuner 4x2 Manual,2014.0,1750000.0,30000.0,Diesel,Individual,Manual,1.0,13.0,2982.0,168.5,343Nm@ 1400-3400rpm,7.0
188,Mahindra KUV 100 mFALCON G80 K8,2016.0,450000.0,15000.0,Petrol,Individual,Manual,1.0,18.15,1198.0,82.0,115Nm@ 3500-3600rpm,6.0
189,Tata Zest Quadrajet 1.3 75PS XM,2017.0,490000.0,90000.0,Diesel,Individual,Manual,0.0,22.95,1248.0,74.0,190Nm@ 1750-3000rpm,5.0
190,Honda City 1.5 S MT,2009.0,345000.0,47000.0,Petrol,Individual,Manual,1.0,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0
191,Maruti Zen LXI,2005.0,85000.0,90000.0,Petrol,Individual,Manual,0.0,17.3,993.0,60.0,78Nm@ 4500rpm,5.0
192,Maruti Wagon R VXI BS IV with ABS,2010.0,215000.0,120600.0,Petrol,Individual,Manual,1.0,18.9,998.0,67.1,90Nm@ 3500rpm,5.0
193,Hyundai Verna Transform SX VTVT,2010.0,320000.0,100000.0,Petrol,Individual,Manual,2.0,16.2,1599.0,103.2,14.9 KGM at 3000 RPM,5.0
194,Maruti Swift Dzire VXI,2016.0,459999.0,60000.0,Petrol,Individual,Manual,1.0,20.85,1197.0,83.14,115Nm@ 4000rpm,5.0
195,Hyundai Getz GLS,2005.0,65000.0,86000.0,Petrol,Individual,Manual,0.0,15.3,1341.0,83.0,115Nm@ 3200rpm,5.0
196,Hyundai Elite i20 Sportz Plus BSIV,2020.0,720000.0,5000.0,Petrol,Individual,Manual,0.0,18.6,1197.0,81.86,117nm@ 4000rpm,5.0
197,Maruti Ciaz 1.3 Alpha,2017.0,800000.0,37000.0,Diesel,Individual,Manual,0.0,28.09,1248.0,88.5,200Nm@ 1750rpm,5.0
198,Tata Tigor 1.2 Revotron XZ,2019.0,520000.0,14000.0,Petrol,Individual,Manual,0.0,20.3,1199.0,84.0,114Nm@ 3500rpm,5.0
199,Maruti Ertiga VDI,2015.0,580000.0,70000.0,Diesel,Individual,Manual,0.0,20.77,1248.0,88.76,200Nm@ 1750rpm,7.0
200,Toyota Etios GD,2012.0,235000.0,120000.0,Diesel,Individual,Manual,0.0,,,,,
201,Honda City i VTEC S,2015.0,600000.0,50000.0,Petrol,Individual,Manual,0.0,17.4,1497.0,117.3,145Nm@ 4600rpm,5.0
202,Honda Brio S MT,2014.0,290000.0,60000.0,Petrol,Individual,Manual,1.0,19.4,1198.0,86.8,109Nm@ 4500rpm,5.0
203,Maruti Wagon R LXI CNG,2016.0,360000.0,50000.0,CNG,Individual,Manual,0.0,26.6,998.0,58.16,77Nm@ 3500rpm,5.0
204,Maruti Swift Dzire VXI,2017.0,550000.0,50000.0,Petrol,Individual,Manual,0.0,20.85,1197.0,83.14,115Nm@ 4000rpm,5.0
205,Hyundai i20 Sportz 1.2,2013.0,375000.0,70000.0,Petrol,Individual,Manual,0.0,18.5,1197.0,82.85,113.7Nm@ 4000rpm,5.0
206,Maruti Omni E 8 Str STD,2003.0,40000.0,90000.0,Petrol,Individual,Manual,1.0,,,,,
207,Maruti Wagon R AMT VXI,2018.0,420000.0,35000.0,Petrol,Individual,Automatic,0.0,20.51,998.0,67.0,90Nm@ 3500rpm,5.0
208,Maruti Swift Dzire VXI 1.2,2017.0,550000.0,20000.0,Petrol,Individual,Manual,0.0,21.21,1197.0,81.8,113Nm@ 4200rpm,5.0
209,Maruti Alto 800 LXI,2018.0,270000.0,20000.0,Petrol,Individual,Manual,0.0,24.7,796.0,47.3,69Nm@ 3500rpm,5.0
210,Maruti Swift Dzire AMT VXI BS IV,2018.0,700000.0,7800.0,Petrol,Individual,Automatic,0.0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
211,Maruti Swift VXI Optional,2017.0,500000.0,20000.0,Petrol,Individual,Manual,0.0,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0
212,Tata Hexa XE,2019.0,1250000.0,15000.0,Diesel,Individual,Manual,0.0,17.6,2179.0,147.94,320Nm@ 1500-3000rpm,7.0
213,Hyundai i20 Magna,2013.0,320000.0,31377.0,Petrol,Individual,Manual,1.0,18.5,1197.0,82.85,113.7Nm@ 4000rpm,5.0
214,Maruti Swift Dzire VDI,2018.0,700000.0,50000.0,Diesel,Individual,Manual,0.0,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0
215,Maruti Wagon R VXI BS IV,2015.0,290000.0,60000.0,Petrol,Individual,Manual,0.0,20.51,998.0,67.04,90Nm@ 3500rpm,5.0
216,Toyota Corolla Altis 1.8 VL AT,2012.0,550000.0,100000.0,Petrol,Individual,Automatic,0.0,14.53,1794.0,138.1,173Nm@ 4000rpm,5.0
217,Honda Brio S MT,2012.0,265000.0,60000.0,Petrol,Individual,Manual,0.0,19.4,1198.0,86.8,109Nm@ 4500rpm,5.0
218,Maruti Baleno Alpha Automatic,2018.0,830000.0,5000.0,Petrol,Individual,Automatic,0.0,21.4,1197.0,83.1,115Nm@ 4000rpm,5.0
219,Tata Safari Storme EX,2017.0,800000.0,60000.0,Diesel,Individual,Manual,0.0,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7.0
220,Maruti Alto LXi,2011.0,160000.0,25000.0,Petrol,Individual,Manual,1.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
221,Renault KWID RXT,2018.0,335000.0,30000.0,Petrol,Individual,Manual,0.0,25.17,799.0,53.3,72Nm@ 4386rpm,5.0
222,Datsun GO T BSIV,2017.0,329000.0,80000.0,Petrol,Individual,Manual,1.0,20.63,1198.0,67.0,104Nm@ 4000rpm,5.0
223,Maruti Vitara Brezza VDi Option,2017.0,775000.0,75000.0,Diesel,Individual,Manual,0.0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
224,Hyundai Xcent 1.2 VTVT SX,2020.0,524000.0,32000.0,Petrol,Individual,Manual,0.0,20.14,1197.0,81.86,113.75nm@ 4000rpm,5.0
225,Maruti Alto 800 LXI,2015.0,245000.0,40000.0,Petrol,Individual,Manual,0.0,22.74,796.0,47.3,69Nm@ 3500rpm,5.0
226,Hyundai i20 1.2 Sportz,2012.0,275000.0,93000.0,Petrol,Individual,Manual,1.0,17.0,1197.0,80.0,"11.4 kgm at 4,000 rpm",5.0
227,Tata Zest Revotron 1.2 XT,2018.0,520000.0,60000.0,Petrol,Individual,Manual,0.0,17.57,1193.0,88.7,140Nm@ 1500-4000rpm,5.0
228,Maruti Swift 1.3 VXi,2008.0,130000.0,120000.0,Petrol,Individual,Manual,1.0,,,,,
229,Nissan Sunny XL,2014.0,550000.0,37000.0,Petrol,Individual,Manual,0.0,16.95,1498.0,97.7,134Nm@ 4000rpm,5.0
230,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018.0,910000.0,15000.0,Petrol,Individual,Manual,0.0,17.0,1497.0,121.36,150Nm@ 4500rpm,5.0
231,Nissan Micra Active XV S,2015.0,300000.0,80000.0,Petrol,Individual,Manual,0.0,19.49,1198.0,67.04,104Nm@ 4000rpm,5.0
232,Maruti Wagon R LXI Optional,2016.0,350000.0,140000.0,Petrol,Individual,Manual,0.0,20.51,998.0,67.04,90Nm@ 3500rpm,5.0
233,Mahindra Ssangyong Rexton RX5,2013.0,900000.0,70000.0,Diesel,Individual,Manual,0.0,12.83,2696.0,162.0,340Nm@ 1800-3250rpm,7.0
234,Mahindra Quanto C8,2013.0,300000.0,120000.0,Diesel,Individual,Manual,1.0,17.21,1493.0,100.0,240Nm@ 1600-2800rpm,7.0
235,Maruti Ritz LDi,2010.0,250000.0,110000.0,Diesel,Individual,Manual,1.0,21.1,1248.0,73.9,190Nm@ 2000rpm,5.0
236,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017.0,1100000.0,37000.0,Diesel,Individual,Manual,0.0,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0
237,Renault KWID RXT,2016.0,270000.0,44000.0,Petrol,Individual,Manual,0.0,25.17,799.0,53.3,72Nm@ 4386rpm,5.0
238,Maruti Ertiga VDI,2015.0,640000.0,80000.0,Diesel,Individual,Manual,0.0,20.77,1248.0,88.76,200Nm@ 1750rpm,7.0
239,Mahindra XUV500 W4,2015.0,650000.0,125000.0,Diesel,Individual,Manual,0.0,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
240,Maruti Eeco 5 Seater AC BSIV,2017.0,409999.0,13500.0,Petrol,Individual,Manual,0.0,15.37,1196.0,73.0,101Nm@ 3000rpm,5.0
241,Hyundai Santro Xing GLS,2011.0,165000.0,75000.0,Petrol,Individual,Manual,0.0,17.92,1086.0,62.1,96.1Nm@ 3000rpm,5.0
242,Hyundai Accent GLE,2007.0,80000.0,120000.0,Petrol,Individual,Manual,1.0,13.2,1495.0,94.0,"12.5@ 3,500(kgm@ rpm)",5.0
243,Mahindra XUV500 W8 2WD,2012.0,535000.0,120000.0,Diesel,Individual,Manual,0.0,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
244,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013.0,700000.0,70000.0,Diesel,Individual,Manual,0.0,12.99,2494.0,100.57,200Nm@ 1400-3400rpm,7.0
245,Maruti Swift Dzire VDI,2013.0,550000.0,70000.0,Diesel,Individual,Manual,0.0,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0
246,Honda Amaze S CVT Petrol BSIV,2019.0,680000.0,15000.0,Petrol,Individual,Automatic,0.0,19.0,1199.0,88.76,110Nm@ 4800rpm,5.0
247,Hyundai i10 Sportz 1.2,2009.0,200000.0,53000.0,Petrol,Individual,Manual,1.0,20.36,1197.0,78.9,111.8Nm@ 4000rpm,5.0
248,Maruti Swift Dzire VDI,2014.0,500000.0,120000.0,Diesel,Individual,Manual,1.0,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0
249,Maruti Ertiga SHVS ZDI Plus,2016.0,1000000.0,70000.0,Diesel,Individual,Manual,0.0,24.52,1248.0,88.5,200Nm@ 1750rpm,7.0
250,Hyundai Getz 1.3 GVS,2008.0,110000.0,120000.0,Petrol,Individual,Manual,1.0,14.2,1341.0,82.9,"11.8@ 3,200(kgm@ rpm)",5.0
251,Hyundai i20 1.2 Magna,2012.0,320000.0,100000.0,Petrol,Individual,Manual,1.0,18.5,1197.0,80.0,"11.4 kgm at 4,000 rpm",5.0
252,Tata Indica DLS,2005.0,75000.0,110000.0,Diesel,Individual,Manual,1.0,,,,,
253,Maruti Swift LXI Optional-O,2015.0,350000.0,100000.0,Petrol,Individual,Manual,0.0,20.4,1197.0,83.11,113Nm@ 4200rpm,5.0
254,Tata Indica Vista TDI LS,2013.0,170000.0,162500.0,Diesel,Individual,Manual,0.0,19.4,1405.0,70.0,135.4Nm@ 2500rpm,5.0
255,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017.0,800000.0,39000.0,Diesel,Individual,Manual,0.0,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0
256,Maruti Ignis 1.3 Alpha,2017.0,500000.0,75000.0,Diesel,Individual,Manual,0.0,26.8,1248.0,74.0,190Nm@ 2000rpm,5.0
257,Tata Hexa XTA,2017.0,1380000.0,50000.0,Diesel,Individual,Automatic,0.0,17.6,2179.0,153.86,400Nm@ 1750-2500rpm,7.0
258,Mahindra Marazzo M6 8Str,2019.0,1300000.0,40000.0,Diesel,Individual,Manual,0.0,17.3,1497.0,121.0,300Nm@ 1750-2500rpm,8.0
259,Hyundai Verna 1.6 CRDI,2013.0,530000.0,92500.0,Diesel,Individual,Manual,0.0,22.32,1582.0,126.3,259.9Nm@ 1900-2750rpm,5.0
260,Maruti Swift Dzire VDI,2012.0,360000.0,158000.0,Diesel,Individual,Manual,0.0,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0
261,Maruti Swift Dzire LDi,2012.0,310000.0,120000.0,Diesel,Individual,Manual,0.0,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0
262,Honda City i DTEC V,2015.0,725000.0,50000.0,Diesel,Individual,Manual,1.0,26.0,1498.0,98.6,200Nm@ 1750rpm,5.0
263,Maruti Swift Dzire ZDi,2012.0,340000.0,110000.0,Diesel,Individual,Manual,0.0,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0
264,Hyundai Xcent 1.2 CRDi E,2017.0,550000.0,2000.0,Diesel,Individual,Manual,1.0,25.4,1186.0,73.97,190.25nm@ 1750-2250rpm,5.0
265,Toyota Fortuner 3.0 Diesel,2011.0,1150000.0,181000.0,Diesel,Individual,Manual,1.0,11.5,2982.0,171.0,343Nm@ 1400-3400rpm,7.0
266,Tata Tiago 1.05 Revotorq XZ,2016.0,380000.0,70000.0,Diesel,Individual,Manual,0.0,27.28,1047.0,69.0,140Nm@ 1800-3000rpm,5.0
267,Nissan Sunny XL AT Special Edition,2013.0,350000.0,90000.0,Petrol,Individual,Automatic,1.0,17.97,1498.0,99.6,134Nm@ 4000rpm,5.0
268,Hyundai Elite i20 Magna Plus BSIV,2019.0,610000.0,2000.0,Petrol,Individual,Manual,0.0,18.6,1197.0,81.86,117nm@ 4000rpm,5.0
269,Maruti Swift Dzire VXI,2015.0,525000.0,20000.0,Petrol,Individual,Manual,0.0,20.85,1197.0,83.14,115Nm@ 4000rpm,5.0
270,Toyota Innova 2.5 GX 7 STR,2011.0,480000.0,120000.0,Diesel,Individual,Manual,0.0,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
271,Mahindra Thar CRDe,2017.0,780000.0,35000.0,Diesel,Individual,Manual,0.0,16.55,2498.0,105.0,247Nm@ 1800-2000rpm,6.0
272,Maruti Swift Dzire ZDi,2012.0,320000.0,193000.0,Diesel,Individual,Manual,0.0,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0
273,Maruti Swift 1.2 DLX (Only Delhi),2014.0,375000.0,80000.0,Petrol,Individual,Manual,0.0,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0
274,Datsun GO D Petrol,2019.0,300000.0,40000.0,Petrol,Individual,Manual,0.0,19.02,1198.0,67.05,104Nm@ 4000rpm,5.0
275,Hyundai i20 Asta 1.4 CRDi,2015.0,500000.0,70000.0,Diesel,Individual,Manual,3.0,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0
276,Mahindra Scorpio LX,2011.0,404000.0,122358.0,Diesel,Individual,Manual,0.0,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,9.0
277,Tata Sumo Gold EX BSIII,2015.0,500000.0,75000.0,Diesel,Individual,Manual,0.0,14.07,2956.0,69.01,223Nm@ 1600-2200rpm,7.0
278,Tata Tiago Wizz 1.05 Revotorq,2017.0,350000.0,120000.0,Diesel,Individual,Manual,0.0,27.28,1047.0,69.0,140Nm@ 1800-3000rpm,5.0
279,Tata Zest Revotron 1.2 XT,2015.0,380000.0,40000.0,Petrol,Individual,Manual,0.0,17.57,1193.0,88.7,140Nm@ 1500-4000rpm,5.0
280,Hyundai Accent GLE,2008.0,114999.0,95200.0,Petrol,Individual,Manual,2.0,13.2,1495.0,94.0,"12.5@ 3,500(kgm@ rpm)",5.0
281,Honda Brio Exclusive Edition,2014.0,335000.0,33033.0,Petrol,Dealer,Manual,0.0,19.4,1198.0,86.8,109Nm@ 4500rpm,5.0
282,Hyundai Grand i10 AT Asta,2015.0,465000.0,63063.0,Petrol,Dealer,Automatic,0.0,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0
283,Tata Manza Club Class Quadrajet90 LX,2012.0,290000.0,60000.0,Diesel,Individual,Manual,0.0,21.02,1248.0,88.76,200Nm@ 1750-3000rpm,5.0
284,Maruti Alto LX,2005.0,110000.0,45000.0,Petrol,Individual,Manual,1.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
285,Tata New Safari DICOR 2.2 EX 4x2,2011.0,450000.0,80000.0,Diesel,Individual,Manual,2.0,11.57,2179.0,138.1,320Nm@ 1700-2700rpm,7.0
286,Mahindra Bolero SLE,2009.0,400000.0,170000.0,Diesel,Individual,Manual,1.0,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7.0
287,Mahindra Bolero DI DX 7 Seater,2007.0,210000.0,207890.0,Diesel,Individual,Manual,1.0,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7.0
288,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018.0,4600000.0,7976.0,Diesel,Individual,Automatic,0.0,17.9,2143.0,170.0,400Nm@ 1400-2800rpm,5.0
289,Maruti Omni E MPI STD BS IV,2016.0,220000.0,35000.0,Petrol,Individual,Manual,0.0,16.8,796.0,34.2,59Nm@ 2500rpm,8.0
290,Hyundai Grand i10 Sportz,2017.0,450000.0,35000.0,Petrol,Individual,Manual,0.0,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0
291,Hyundai Grand i10 Sportz,2017.0,450000.0,35000.0,Petrol,Individual,Manual,0.0,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0
292,Hyundai i10 Sportz AT,2013.0,290000.0,50000.0,Petrol,Individual,Automatic,0.0,16.95,1197.0,78.9,111.8Nm@ 4000rpm,5.0
293,Maruti Swift VXI Deca,2016.0,520000.0,20000.0,Petrol,Individual,Manual,0.0,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0
294,Hyundai i10 Sportz AT,2011.0,265000.0,20000.0,Petrol,Individual,Automatic,0.0,16.95,1197.0,78.9,111.8Nm@ 4000rpm,5.0
295,Maruti Swift VXI,2012.0,330000.0,50000.0,Petrol,Individual,Manual,1.0,18.6,1197.0,85.8,114Nm@ 4000rpm,5.0
296,Maruti Swift VXI,2012.0,330000.0,50000.0,Petrol,Individual,Manual,1.0,18.6,1197.0,85.8,114Nm@ 4000rpm,5.0
297,Mahindra Bolero 2011-2019 ZLX,2014.0,509999.0,120000.0,Diesel,Individual,Manual,0.0,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0
298,Hyundai Verna 1.6 SX VTVT (O),2014.0,500000.0,70000.0,Petrol,Individual,Manual,0.0,17.1,1591.0,121.3,154.9Nm@ 4200rpm,5.0
299,Hyundai i20 Active 1.2,2015.0,525000.0,50000.0,Petrol,Individual,Manual,0.0,17.19,1197.0,81.86,114.73Nm@ 4000rpm,5.0
300,Maruti Baleno Zeta,2019.0,675000.0,16500.0,Petrol,Individual,Manual,0.0,21.01,1197.0,81.8,113Nm@ 4200rpm,5.0
301,Hyundai i20 1.2 Asta,2010.0,300000.0,70000.0,Petrol,Individual,Manual,0.0,17.0,1197.0,80.0,"11.4 kgm at 4,000 rpm",5.0
302,Maruti Alto LXI,2005.0,90000.0,99361.0,Petrol,Individual,Manual,1.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
303,Maruti Swift Dzire VDI,2017.0,650000.0,25000.0,Diesel,Individual,Manual,0.0,26.59,1248.0,74.0,190Nm@ 2000rpm,5.0
304,Maruti Swift Dzire VXI,2014.0,409000.0,70000.0,Petrol,Individual,Manual,1.0,19.1,1197.0,85.8,114Nm@ 4000rpm,5.0
305,Hyundai Grand i10 CRDi Sportz,2015.0,395000.0,80000.0,Diesel,Individual,Manual,1.0,24.0,1120.0,70.0,160Nm@ 1500-2750rpm,5.0
306,Maruti Swift 1.3 VXi,2010.0,215000.0,70000.0,Petrol,Individual,Manual,1.0,,,,,
307,Maruti Swift Dzire VXI,2014.0,400000.0,70000.0,Petrol,Individual,Manual,1.0,19.1,1197.0,85.8,114Nm@ 4000rpm,5.0
308,Chevrolet Beat LS,2012.0,120000.0,60000.0,Petrol,Individual,Manual,2.0,18.6,1199.0,79.4,108Nm@ 4400rpm,5.0
309,Tata Tigor 1.2 Revotron XZA,2018.0,645000.0,10000.0,Petrol,Individual,Automatic,0.0,20.3,1199.0,84.0,114Nm@ 3500rpm,5.0
310,Maruti 800 Std,2006.0,81000.0,80000.0,Petrol,Individual,Manual,0.0,16.1,796.0,37.0,59Nm@ 2500rpm,4.0
311,Honda City i-DTEC VX,2017.0,1300000.0,30000.0,Diesel,Individual,Manual,0.0,25.6,1498.0,97.9,200Nm@ 1750rpm,5.0
312,Honda City i-DTEC VX,2017.0,1250000.0,33000.0,Diesel,Individual,Manual,0.0,25.6,1498.0,97.9,200Nm@ 1750rpm,5.0
313,Maruti Ertiga VXI,2013.0,535000.0,90000.0,Petrol,Individual,Manual,2.0,16.02,1373.0,93.7,130Nm@ 4000rpm,7.0
314,Nissan Terrano XV Premium 110 PS,2014.0,555000.0,80100.0,Diesel,Individual,Manual,1.0,19.01,1461.0,108.5,248Nm@ 2250rpm,5.0
315,Honda City i VTEC VX,2014.0,725000.0,120000.0,Petrol,Individual,Manual,0.0,17.4,1497.0,117.3,145Nm@ 4600rpm,5.0
316,Mahindra Willys CJ 3B 4X4,1983.0,300000.0,10000.0,Diesel,Individual,Manual,2.0,,,,,
317,Renault KWID RXL,2016.0,229999.0,40000.0,Petrol,Individual,Manual,0.0,25.17,799.0,53.3,72Nm@ 4386rpm,5.0
318,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013.0,800000.0,160000.0,Diesel,Individual,Manual,1.0,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,8.0
319,Maruti Wagon R VXI BS IV,2017.0,409999.0,47000.0,Petrol,Individual,Manual,0.0,20.51,998.0,67.04,90Nm@ 3500rpm,5.0
320,Hyundai Creta 1.4 CRDi S Plus,2018.0,1210000.0,25000.0,Diesel,Individual,Manual,0.0,21.38,1396.0,88.7,219.7Nm@ 1500-2750rpm,5.0
321,Tata Tiago 1.2 Revotron XZ,2017.0,400000.0,26000.0,Petrol,Individual,Manual,0.0,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0
322,Hyundai Grand i10 1.2 CRDi Sportz,2018.0,520000.0,29000.0,Diesel,Individual,Manual,0.0,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5.0
323,Maruti Baleno Zeta Automatic,2016.0,650000.0,50000.0,Petrol,Individual,Automatic,0.0,21.4,1197.0,83.1,115Nm@ 4000rpm,5.0
324,Maruti Swift ZXI ABS,2011.0,325000.0,58000.0,Petrol,Individual,Manual,2.0,16.1,1298.0,88.2,"11.5@ 4,500(kgm@ rpm)",5.0
325,Maruti Swift Dzire VXi AT,2012.0,420000.0,120000.0,Petrol,Individual,Automatic,0.0,17.4,1197.0,85.8,114Nm@ 4000rpm,5.0
326,Maruti Swift LXI Option,2014.0,400000.0,50000.0,Petrol,Individual,Manual,0.0,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0
327,Hyundai i20 1.2 Asta,2010.0,254999.0,80000.0,Petrol,Individual,Manual,3.0,17.0,1197.0,80.0,"11.4 kgm at 4,000 rpm",5.0
328,Maruti Zen LXI,2003.0,65000.0,60000.0,Petrol,Individual,Manual,3.0,17.3,993.0,60.0,78Nm@ 4500rpm,5.0
329,Maruti Celerio LXI,2017.0,351000.0,36000.0,Petrol,Individual,Manual,0.0,23.1,998.0,67.04,90Nm@ 3500rpm,5.0
330,Toyota Innova 2.5 V Diesel 8-seater,2007.0,404000.0,120000.0,Diesel,Individual,Manual,2.0,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0
331,Maruti Ritz LDi,2011.0,185000.0,185000.0,Diesel,Individual,Manual,2.0,21.1,1248.0,73.9,190Nm@ 2000rpm,5.0
332,Nissan Micra Diesel XV,2011.0,250000.0,50000.0,Diesel,Individual,Manual,0.0,23.08,1461.0,63.1,160Nm@ 2000rpm,5.0
333,Maruti Zen LXI,2002.0,60000.0,100000.0,Petrol,Individual,Manual,3.0,17.3,993.0,60.0,78Nm@ 4500rpm,5.0
334,Hyundai Verna 1.6 SX VTVT (O),2013.0,500000.0,50000.0,Petrol,Individual,Manual,1.0,17.1,1591.0,121.3,154.9Nm@ 4200rpm,5.0
335,Maruti Zen Estilo LXI BSIII,2007.0,85000.0,80000.0,Petrol,Individual,Manual,1.0,18.2,998.0,67.1,90Nm@ 3500rpm,5.0
336,Hyundai Santro Xing XL,2005.0,85000.0,60000.0,Petrol,Individual,Manual,1.0,,,,,
337,Maruti Alto LX,2005.0,85000.0,80000.0,Petrol,Individual,Manual,3.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
338,Maruti Swift Dzire ZDi,2011.0,265000.0,90000.0,Diesel,Individual,Manual,3.0,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0
339,Maruti A-Star Vxi,2010.0,130000.0,162000.0,Petrol,Individual,Manual,1.0,19.0,998.0,66.1,90Nm@ 3500rpm,5.0
